,City,State ,Region,CRI,Year,Spending Type,Dollar Amount,Category,Total Spending
1381,Detroit,Michigan,Midwest,-0.44,2020,Parks & Rec,22487365,Health and Support,489608269
1382,Detroit,Michigan,Midwest,-0.44,2020,Housing,22537958,Health and Support,489608269
1383,Detroit,Michigan,Midwest,-0.44,2020,Employment,62913636,Health and Support,489608269
1384,Detroit,Michigan,Midwest,-0.44,2020,Civic and Community Engagement,13617220,Health and Support,489608269
1385,Detroit,Michigan,Midwest,-0.44,2020,Arts and Culture,1900000,Health and Support,489608269
1386,Minneapolis,Minnesota,Midwest,-0.62,2017,Police,159171720,Carceral,207909150
1387,Minneapolis,Minnesota,Midwest,-0.62,2017,Courts,0,Carceral,207909150
1388,Minneapolis,Minnesota,Midwest,-0.62,2017,Public Defenders,0,Carceral,207909150
1389,Minneapolis,Minnesota,Midwest,-0.62,2017,Prosecutors,8865323,Carceral,207909150
1390,Minneapolis,Minnesota,Midwest,-0.62,2017,Community Supervision ,840890,Carceral,207909150
1391,Minneapolis,Minnesota,Midwest,-0.62,2017,Sheriff,0,Carceral,207909150
1392,Minneapolis,Minnesota,Midwest,-0.62,2017,Corrections,0,Carceral,207909150
1393,Minneapolis,Minnesota,Midwest,-0.62,2017,HHS,4988653,Health and Support,207909150
1394,Minneapolis,Minnesota,Midwest,-0.62,2017,Public Health,0,Health and Support,207909150
1395,Minneapolis,Minnesota,Midwest,-0.62,2017,Parks & Rec,0,Health and Support,207909150
1396,Minneapolis,Minnesota,Midwest,-0.62,2017,Housing,6485810,Health and Support,207909150
1397,Minneapolis,Minnesota,Midwest,-0.62,2017,Employment,15722051,Health and Support,207909150
1398,Minneapolis,Minnesota,Midwest,-0.62,2017,Civic and Community Engagement,11361229,Health and Support,207909150
1399,Minneapolis,Minnesota,Midwest,-0.62,2017,Arts and Culture,473474,Health and Support,207909150
1400,Minneapolis,Minnesota,Midwest,-0.62,2018,Police,175731614,Carceral,229489940
1401,Minneapolis,Minnesota,Midwest,-0.62,2018,Courts,0,Carceral,229489940
1402,Minneapolis,Minnesota,Midwest,-0.62,2018,Public Defenders,0,Carceral,229489940
1403,Minneapolis,Minnesota,Midwest,-0.62,2018,Prosecutors,9179796,Carceral,229489940
1404,Minneapolis,Minnesota,Midwest,-0.62,2018,Community Supervision ,745384,Carceral,229489940
1405,Minneapolis,Minnesota,Midwest,-0.62,2018,Sheriff,0,Carceral,229489940
1406,Minneapolis,Minnesota,Midwest,-0.62,2018,Corrections,0,Carceral,229489940
1407,Minneapolis,Minnesota,Midwest,-0.62,2018,HHS,5135893,Health and Support,229489940
1408,Minneapolis,Minnesota,Midwest,-0.62,2018,Public Health,0,Health and Support,229489940
1409,Minneapolis,Minnesota,Midwest,-0.62,2018,Parks & Rec,0,Health and Support,229489940
1410,Minneapolis,Minnesota,Midwest,-0.62,2018,Housing,8133910,Health and Support,229489940
1411,Minneapolis,Minnesota,Midwest,-0.62,2018,Employment,16330507,Health and Support,229489940
1412,Minneapolis,Minnesota,Midwest,-0.62,2018,Civic and Community Engagement,13655744,Health and Support,229489940
1413,Minneapolis,Minnesota,Midwest,-0.62,2018,Arts and Culture,577092,Health and Support,229489940
1414,Minneapolis,Minnesota,Midwest,-0.64,2019,Police,182405000,Carceral,234939000
1415,Minneapolis,Minnesota,Midwest,-0.64,2019,Courts,0,Carceral,234939000
1416,Minneapolis,Minnesota,Midwest,-0.64,2019,Public Defenders,0,Carceral,234939000
1417,Minneapolis,Minnesota,Midwest,-0.64,2019,Prosecutors,10691000,Carceral,234939000
1418,Minneapolis,Minnesota,Midwest,-0.64,2019,Community Supervision ,0,Carceral,234939000
1419,Minneapolis,Minnesota,Midwest,-0.64,2019,Sheriff,0,Carceral,234939000
1420,Minneapolis,Minnesota,Midwest,-0.64,2019,Corrections,0,Carceral,234939000
1421,Minneapolis,Minnesota,Midwest,-0.64,2019,HHS,4404000,Health and Support,234939000
1422,Minneapolis,Minnesota,Midwest,-0.64,2019,Public Health,2016000,Health and Support,234939000
1423,Minneapolis,Minnesota,Midwest,-0.64,2019,Parks & Rec,0,Health and Support,234939000
1424,Minneapolis,Minnesota,Midwest,-0.64,2019,Housing,4590000,Health and Support,234939000
1425,Minneapolis,Minnesota,Midwest,-0.64,2019,Employment,14694000,Health and Support,234939000
1426,Minneapolis,Minnesota,Midwest,-0.64,2019,Civic and Community Engagement,16139000,Health and Support,234939000
1427,Minneapolis,Minnesota,Midwest,-0.64,2019,Arts and Culture,0,Health and Support,234939000
1428,Minneapolis,Minnesota,Midwest,-0.56,2020,Police,191479000,Carceral,259232000
1429,Minneapolis,Minnesota,Midwest,-0.56,2020,Courts,0,Carceral,259232000
1430,Minneapolis,Minnesota,Midwest,-0.56,2020,Public Defenders,0,Carceral,259232000
1431,Minneapolis,Minnesota,Midwest,-0.56,2020,Prosecutors,10858000,Carceral,259232000
1432,Minneapolis,Minnesota,Midwest,-0.56,2020,Community Supervision ,0,Carceral,259232000
1433,Minneapolis,Minnesota,Midwest,-0.56,2020,Sheriff,0,Carceral,259232000
1434,Minneapolis,Minnesota,Midwest,-0.56,2020,Corrections,0,Carceral,259232000
1435,Minneapolis,Minnesota,Midwest,-0.56,2020,HHS,4415000,Health and Support,259232000
1436,Minneapolis,Minnesota,Midwest,-0.56,2020,Public Health,968000,Health and Support,259232000
1437,Minneapolis,Minnesota,Midwest,-0.56,2020,Parks & Rec,0,Health and Support,259232000
1438,Minneapolis,Minnesota,Midwest,-0.56,2020,Housing,11668000,Health and Support,259232000
1439,Minneapolis,Minnesota,Midwest,-0.56,2020,Employment,18187000,Health and Support,259232000
1440,Minneapolis,Minnesota,Midwest,-0.56,2020,Civic and Community Engagement,21657000,Health and Support,259232000
1441,Minneapolis,Minnesota,Midwest,-0.56,2020,Arts and Culture,0,Health and Support,259232000
1442,Kansas City,Missouri,Southeast,-0.89,2017,Police,214554655,Carceral,242060319
1443,Kansas City,Missouri,Southeast,-0.89,2017,Courts,13689812,Carceral,242060319
1444,Kansas City,Missouri,Southeast,-0.89,2017,Public Defenders,0,Carceral,242060319
1445,Kansas City,Missouri,Southeast,-0.89,2017,Prosecutors,0,Carceral,242060319
1446,Kansas City,Missouri,Southeast,-0.89,2017,Community Supervision ,0,Carceral,242060319
1447,Kansas City,Missouri,Southeast,-0.89,2017,Sheriff,0,Carceral,242060319
1448,Kansas City,Missouri,Southeast,-0.89,2017,Corrections,0,Carceral,242060319
1449,Kansas City,Missouri,Southeast,-0.89,2017,HHS,0,Health and Support,242060319
1450,Kansas City,Missouri,Southeast,-0.89,2017,Public Health,0,Health and Support,242060319
1451,Kansas City,Missouri,Southeast,-0.89,2017,Parks & Rec,1522512,Health and Support,242060319
1452,Kansas City,Missouri,Southeast,-0.89,2017,Housing,219000,Health and Support,242060319
1453,Kansas City,Missouri,Southeast,-0.89,2017,Employment,7185934,Health and Support,242060319
1454,Kansas City,Missouri,Southeast,-0.89,2017,Civic and Community Engagement,4517757,Health and Support,242060319
1455,Kansas City,Missouri,Southeast,-0.89,2017,Arts and Culture,370649,Health and Support,242060319
1456,Kansas City,Missouri,Southeast,-0.89,2018,Police,220942900,Carceral,248102289
1457,Kansas City,Missouri,Southeast,-0.89,2018,Courts,13371056,Carceral,248102289
1458,Kansas City,Missouri,Southeast,-0.89,2018,Public Defenders,0,Carceral,248102289
1459,Kansas City,Missouri,Southeast,-0.89,2018,Prosecutors,0,Carceral,248102289
1460,Kansas City,Missouri,Southeast,-0.89,2018,Community Supervision ,0,Carceral,248102289
1461,Kansas City,Missouri,Southeast,-0.89,2018,Sheriff,0,Carceral,248102289
1462,Kansas City,Missouri,Southeast,-0.89,2018,Corrections,0,Carceral,248102289
1463,Kansas City,Missouri,Southeast,-0.89,2018,HHS,0,Health and Support,248102289
1464,Kansas City,Missouri,Southeast,-0.89,2018,Public Health,0,Health and Support,248102289
1465,Kansas City,Missouri,Southeast,-0.89,2018,Parks & Rec,1207603,Health and Support,248102289
1466,Kansas City,Missouri,Southeast,-0.89,2018,Housing,219000,Health and Support,248102289
1467,Kansas City,Missouri,Southeast,-0.89,2018,Employment,8634286,Health and Support,248102289
1468,Kansas City,Missouri,Southeast,-0.89,2018,Civic and Community Engagement,3349686,Health and Support,248102289
1469,Kansas City,Missouri,Southeast,-0.89,2018,Arts and Culture,377758,Health and Support,248102289
1470,Kansas City,Missouri,Southeast,-0.93,2019,Police,224640937,Carceral,248243924
1471,Kansas City,Missouri,Southeast,-0.93,2019,Courts,14722382,Carceral,248243924
1472,Kansas City,Missouri,Southeast,-0.93,2019,Public Defenders,0,Carceral,248243924
1473,Kansas City,Missouri,Southeast,-0.93,2019,Prosecutors,0,Carceral,248243924
1474,Kansas City,Missouri,Southeast,-0.93,2019,Community Supervision ,0,Carceral,248243924
1475,Kansas City,Missouri,Southeast,-0.93,2019,Sheriff,0,Carceral,248243924
1476,Kansas City,Missouri,Southeast,-0.93,2019,Corrections,0,Carceral,248243924
1477,Kansas City,Missouri,Southeast,-0.93,2019,HHS,0,Health and Support,248243924
1478,Kansas City,Missouri,Southeast,-0.93,2019,Public Health,0,Health and Support,248243924
1479,Kansas City,Missouri,Southeast,-0.93,2019,Parks & Rec,198135,Health and Support,248243924
1480,Kansas City,Missouri,Southeast,-0.93,2019,Housing,222000,Health and Support,248243924
1481,Kansas City,Missouri,Southeast,-0.93,2019,Employment,4542918,Health and Support,248243924
1482,Kansas City,Missouri,Southeast,-0.93,2019,Civic and Community Engagement,3602500,Health and Support,248243924
1483,Kansas City,Missouri,Southeast,-0.93,2019,Arts and Culture,315052,Health and Support,248243924
1484,Kansas City,Missouri,Southeast,-0.91,2020,Police,231186072,Carceral,258863296
1485,Kansas City,Missouri,Southeast,-0.91,2020,Courts,15525493,Carceral,258863296
1486,Kansas City,Missouri,Southeast,-0.91,2020,Public Defenders,0,Carceral,258863296
1487,Kansas City,Missouri,Southeast,-0.91,2020,Prosecutors,0,Carceral,258863296
1488,Kansas City,Missouri,Southeast,-0.91,2020,Community Supervision ,0,Carceral,258863296
1489,Kansas City,Missouri,Southeast,-0.91,2020,Sheriff,0,Carceral,258863296
1490,Kansas City,Missouri,Southeast,-0.91,2020,Corrections,0,Carceral,258863296
1491,Kansas City,Missouri,Southeast,-0.91,2020,HHS,0,Health and Support,258863296
1492,Kansas City,Missouri,Southeast,-0.91,2020,Public Health,0,Health and Support,258863296
1493,Kansas City,Missouri,Southeast,-0.91,2020,Parks & Rec,230169,Health and Support,258863296
1494,Kansas City,Missouri,Southeast,-0.91,2020,Housing,314584,Health and Support,258863296
1495,Kansas City,Missouri,Southeast,-0.91,2020,Employment,6452096,Health and Support,258863296
1496,Kansas City,Missouri,Southeast,-0.91,2020,Civic and Community Engagement,4829059,Health and Support,258863296
1497,Kansas City,Missouri,Southeast,-0.91,2020,Arts and Culture,325823,Health and Support,258863296
1498,Omaha,Nebraska,Midwest,-0.5,2017,Police,133544912,Carceral,178000386
1499,Omaha,Nebraska,Midwest,-0.5,2017,Courts,0,Carceral,178000386
1500,Omaha,Nebraska,Midwest,-0.5,2017,Public Defenders,0,Carceral,178000386
1501,Omaha,Nebraska,Midwest,-0.5,2017,Prosecutors,0,Carceral,178000386
1502,Omaha,Nebraska,Midwest,-0.5,2017,Community Supervision ,0,Carceral,178000386
1503,Omaha,Nebraska,Midwest,-0.5,2017,Sheriff,0,Carceral,178000386
1504,Omaha,Nebraska,Midwest,-0.5,2017,Corrections,0,Carceral,178000386
1505,Omaha,Nebraska,Midwest,-0.5,2017,HHS,0,Health and Support,178000386
1506,Omaha,Nebraska,Midwest,-0.5,2017,Public Health,0,Health and Support,178000386
1507,Omaha,Nebraska,Midwest,-0.5,2017,Parks & Rec,21454075,Health and Support,178000386
1508,Omaha,Nebraska,Midwest,-0.5,2017,Housing,0,Health and Support,178000386
1509,Omaha,Nebraska,Midwest,-0.5,2017,Employment,22051505,Health and Support,178000386
1510,Omaha,Nebraska,Midwest,-0.5,2017,Civic and Community Engagement,949894,Health and Support,178000386
1511,Omaha,Nebraska,Midwest,-0.5,2017,Arts and Culture,0,Health and Support,178000386
1512,Omaha,Nebraska,Midwest,-0.52,2018,Police,146943792,Carceral,193205861
1513,Omaha,Nebraska,Midwest,-0.52,2018,Courts,0,Carceral,193205861
1514,Omaha,Nebraska,Midwest,-0.52,2018,Public Defenders,0,Carceral,193205861
1515,Omaha,Nebraska,Midwest,-0.52,2018,Prosecutors,0,Carceral,193205861
1516,Omaha,Nebraska,Midwest,-0.52,2018,Community Supervision ,0,Carceral,193205861
1517,Omaha,Nebraska,Midwest,-0.52,2018,Sheriff,0,Carceral,193205861
1518,Omaha,Nebraska,Midwest,-0.52,2018,Corrections,0,Carceral,193205861
1519,Omaha,Nebraska,Midwest,-0.52,2018,HHS,0,Health and Support,193205861
1520,Omaha,Nebraska,Midwest,-0.52,2018,Public Health,0,Health and Support,193205861
1521,Omaha,Nebraska,Midwest,-0.52,2018,Parks & Rec,21942489,Health and Support,193205861
1522,Omaha,Nebraska,Midwest,-0.52,2018,Housing,0,Health and Support,193205861
1523,Omaha,Nebraska,Midwest,-0.52,2018,Employment,23363072,Health and Support,193205861
1524,Omaha,Nebraska,Midwest,-0.52,2018,Civic and Community Engagement,956508,Health and Support,193205861
1525,Omaha,Nebraska,Midwest,-0.52,2018,Arts and Culture,0,Health and Support,193205861
1526,Omaha,Nebraska,Midwest,-0.52,2019,Police,153756840,Carceral,202321404
1527,Omaha,Nebraska,Midwest,-0.52,2019,Courts,0,Carceral,202321404
1528,Omaha,Nebraska,Midwest,-0.52,2019,Public Defenders,0,Carceral,202321404
1529,Omaha,Nebraska,Midwest,-0.52,2019,Prosecutors,0,Carceral,202321404
1530,Omaha,Nebraska,Midwest,-0.52,2019,Community Supervision ,0,Carceral,202321404
1531,Omaha,Nebraska,Midwest,-0.52,2019,Sheriff,0,Carceral,202321404
1532,Omaha,Nebraska,Midwest,-0.52,2019,Corrections,0,Carceral,202321404
1533,Omaha,Nebraska,Midwest,-0.52,2019,HHS,0,Health and Support,202321404
1534,Omaha,Nebraska,Midwest,-0.52,2019,Public Health,0,Health and Support,202321404
1535,Omaha,Nebraska,Midwest,-0.52,2019,Parks & Rec,22515622,Health and Support,202321404
1536,Omaha,Nebraska,Midwest,-0.52,2019,Housing,0,Health and Support,202321404
1537,Omaha,Nebraska,Midwest,-0.52,2019,Employment,24849844,Health and Support,202321404
1538,Omaha,Nebraska,Midwest,-0.52,2019,Civic and Community Engagement,1199098,Health and Support,202321404
1539,Omaha,Nebraska,Midwest,-0.52,2019,Arts and Culture,0,Health and Support,202321404
1540,Omaha,Nebraska,Midwest,-0.54,2020,Police,159362743,Carceral,206616633
1541,Omaha,Nebraska,Midwest,-0.54,2020,Courts,0,Carceral,206616633
1542,Omaha,Nebraska,Midwest,-0.54,2020,Public Defenders,0,Carceral,206616633
1543,Omaha,Nebraska,Midwest,-0.54,2020,Prosecutors,0,Carceral,206616633
1544,Omaha,Nebraska,Midwest,-0.54,2020,Community Supervision ,0,Carceral,206616633
1545,Omaha,Nebraska,Midwest,-0.54,2020,Sheriff,0,Carceral,206616633
1546,Omaha,Nebraska,Midwest,-0.54,2020,Corrections,0,Carceral,206616633
1547,Omaha,Nebraska,Midwest,-0.54,2020,HHS,0,Health and Support,206616633
1548,Omaha,Nebraska,Midwest,-0.54,2020,Public Health,0,Health and Support,206616633
1549,Omaha,Nebraska,Midwest,-0.54,2020,Parks & Rec,22724140,Health and Support,206616633
1550,Omaha,Nebraska,Midwest,-0.54,2020,Housing,0,Health and Support,206616633
1551,Omaha,Nebraska,Midwest,-0.54,2020,Employment,23271730,Health and Support,206616633
1552,Omaha,Nebraska,Midwest,-0.54,2020,Civic and Community Engagement,1258020,Health and Support,206616633
1553,Omaha,Nebraska,Midwest,-0.54,2020,Arts and Culture,0,Health and Support,206616633
1554,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Police,149185341,Carceral,298674629
1555,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Courts,19833683,Carceral,298674629
1556,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Public Defenders,691660,Carceral,298674629
1557,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Prosecutors,4242485,Carceral,298674629
1558,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Community Supervision ,2431770,Carceral,298674629
1559,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Sheriff,0,Carceral,298674629
1560,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Corrections,60677521,Carceral,298674629
1561,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,HHS,7371042,Health and Support,298674629
1562,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Public Health,25000,Health and Support,298674629
1563,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Parks & Rec,36075050,Health and Support,298674629
1564,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Housing,0,Health and Support,298674629
1565,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Employment,4662026,Health and Support,298674629
1566,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Civic and Community Engagement,0,Health and Support,298674629
1567,Las Vegas,Nevada,Rocky Mountains,-0.59,2017,Arts and Culture,13479051,Health and Support,298674629
1568,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Police,154671518,Carceral,302995418
1569,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Courts,21601152,Carceral,302995418
1570,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Public Defenders,881660,Carceral,302995418
1571,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Prosecutors,4389758,Carceral,302995418
1572,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Community Supervision ,1582530,Carceral,302995418
1573,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Sheriff,0,Carceral,302995418
1574,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Corrections,61741391,Carceral,302995418
1575,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,HHS,5148941,Health and Support,302995418
1576,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Public Health,25000,Health and Support,302995418
1577,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Parks & Rec,37402706,Health and Support,302995418
1578,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Housing,0,Health and Support,302995418
1579,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Employment,5016101,Health and Support,302995418
1580,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Civic and Community Engagement,2855105,Health and Support,302995418
1581,Las Vegas,Nevada,Rocky Mountains,-0.62,2018,Arts and Culture,7679556,Health and Support,302995418
1582,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Police,164890932,Carceral,318276752
1583,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Courts,21684958,Carceral,318276752
1584,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Public Defenders,936993,Carceral,318276752
1585,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Prosecutors,4517424,Carceral,318276752
1586,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Community Supervision ,1584461,Carceral,318276752
1587,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Sheriff,0,Carceral,318276752
1588,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Corrections,64113885,Carceral,318276752
1589,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,HHS,6703145,Health and Support,318276752
1590,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Public Health,25000,Health and Support,318276752
1591,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Parks & Rec,37644280,Health and Support,318276752
1592,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Housing,0,Health and Support,318276752
1593,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Employment,3881272,Health and Support,318276752
1594,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Civic and Community Engagement,10381320,Health and Support,318276752
1595,Las Vegas,Nevada,Rocky Mountains,-0.62,2019,Arts and Culture,1913082,Health and Support,318276752
1596,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Police,173702925,Carceral,333916864
1597,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Courts,22046391,Carceral,333916864
1598,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Public Defenders,930548,Carceral,333916864
1599,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Prosecutors,4860139,Carceral,333916864
1600,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Community Supervision ,1579168,Carceral,333916864
1601,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Sheriff,0,Carceral,333916864
1602,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Corrections,66463960,Carceral,333916864
1603,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,HHS,7119942,Health and Support,333916864
1604,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Public Health,25000,Health and Support,333916864
1605,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Parks & Rec,41363641,Health and Support,333916864
1606,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Housing,0,Health and Support,333916864
1607,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Employment,3573626,Health and Support,333916864
1608,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Civic and Community Engagement,10592283,Health and Support,333916864
1609,Las Vegas,Nevada,Rocky Mountains,-0.61,2020,Arts and Culture,1659241,Health and Support,333916864
1610,Newark,New Jersey,Midatlantic,-0.77,2017,Police,144173128,Carceral,170184672
1611,Newark,New Jersey,Midatlantic,-0.77,2017,Courts,6426845,Carceral,170184672
1612,Newark,New Jersey,Midatlantic,-0.77,2017,Public Defenders,0,Carceral,170184672
1613,Newark,New Jersey,Midatlantic,-0.77,2017,Prosecutors,0,Carceral,170184672
1614,Newark,New Jersey,Midatlantic,-0.77,2017,Community Supervision ,0,Carceral,170184672
1615,Newark,New Jersey,Midatlantic,-0.77,2017,Sheriff,0,Carceral,170184672
1616,Newark,New Jersey,Midatlantic,-0.77,2017,Corrections,0,Carceral,170184672
1617,Newark,New Jersey,Midatlantic,-0.77,2017,HHS,9622330,Health and Support,170184672
1618,Newark,New Jersey,Midatlantic,-0.77,2017,Public Health,0,Health and Support,170184672
1619,Newark,New Jersey,Midatlantic,-0.77,2017,Parks & Rec,5534870,Health and Support,170184672
1620,Newark,New Jersey,Midatlantic,-0.77,2017,Housing,227843,Health and Support,170184672
1621,Newark,New Jersey,Midatlantic,-0.77,2017,Employment,948076,Health and Support,170184672
1622,Newark,New Jersey,Midatlantic,-0.77,2017,Civic and Community Engagement,1195000,Health and Support,170184672
1623,Newark,New Jersey,Midatlantic,-0.77,2017,Arts and Culture,2056580,Health and Support,170184672
1624,Newark,New Jersey,Midatlantic,-0.69,2018,Police,138059828,Carceral,170908250
1625,Newark,New Jersey,Midatlantic,-0.69,2018,Courts,6585875,Carceral,170908250
1626,Newark,New Jersey,Midatlantic,-0.69,2018,Public Defenders,0,Carceral,170908250
1627,Newark,New Jersey,Midatlantic,-0.69,2018,Prosecutors,0,Carceral,170908250
1628,Newark,New Jersey,Midatlantic,-0.69,2018,Community Supervision ,0,Carceral,170908250
1629,Newark,New Jersey,Midatlantic,-0.69,2018,Sheriff,0,Carceral,170908250
1630,Newark,New Jersey,Midatlantic,-0.69,2018,Corrections,0,Carceral,170908250
1631,Newark,New Jersey,Midatlantic,-0.69,2018,HHS,9185276,Health and Support,170908250
1632,Newark,New Jersey,Midatlantic,-0.69,2018,Public Health,1042042,Health and Support,170908250
1633,Newark,New Jersey,Midatlantic,-0.69,2018,Parks & Rec,6922091,Health and Support,170908250
1634,Newark,New Jersey,Midatlantic,-0.69,2018,Housing,315683,Health and Support,170908250
1635,Newark,New Jersey,Midatlantic,-0.69,2018,Employment,2001021,Health and Support,170908250
1636,Newark,New Jersey,Midatlantic,-0.69,2018,Civic and Community Engagement,2430000,Health and Support,170908250
1637,Newark,New Jersey,Midatlantic,-0.69,2018,Arts and Culture,4366434,Health and Support,170908250
1638,Newark,New Jersey,Midatlantic,-0.73,2019,Police,155125080,Carceral,188303072
1639,Newark,New Jersey,Midatlantic,-0.73,2019,Courts,7388640,Carceral,188303072
1640,Newark,New Jersey,Midatlantic,-0.73,2019,Public Defenders,0,Carceral,188303072
1641,Newark,New Jersey,Midatlantic,-0.73,2019,Prosecutors,0,Carceral,188303072
1642,Newark,New Jersey,Midatlantic,-0.73,2019,Community Supervision ,0,Carceral,188303072
1643,Newark,New Jersey,Midatlantic,-0.73,2019,Sheriff,0,Carceral,188303072
1644,Newark,New Jersey,Midatlantic,-0.73,2019,Corrections,0,Carceral,188303072
1645,Newark,New Jersey,Midatlantic,-0.73,2019,HHS,8438505,Health and Support,188303072
1646,Newark,New Jersey,Midatlantic,-0.73,2019,Public Health,1047100,Health and Support,188303072
1647,Newark,New Jersey,Midatlantic,-0.73,2019,Parks & Rec,6445426,Health and Support,188303072
1648,Newark,New Jersey,Midatlantic,-0.73,2019,Housing,1976896,Health and Support,188303072
1649,Newark,New Jersey,Midatlantic,-0.73,2019,Employment,2342186,Health and Support,188303072
1650,Newark,New Jersey,Midatlantic,-0.73,2019,Civic and Community Engagement,1180000,Health and Support,188303072
1651,Newark,New Jersey,Midatlantic,-0.73,2019,Arts and Culture,4359239,Health and Support,188303072
1652,Newark,New Jersey,Midatlantic,-0.74,2020,Police,143204636,Carceral,173215749
1653,Newark,New Jersey,Midatlantic,-0.74,2020,Courts,7210385,Carceral,173215749
1654,Newark,New Jersey,Midatlantic,-0.74,2020,Public Defenders,0,Carceral,173215749
1655,Newark,New Jersey,Midatlantic,-0.74,2020,Prosecutors,0,Carceral,173215749
1656,Newark,New Jersey,Midatlantic,-0.74,2020,Community Supervision ,0,Carceral,173215749
1657,Newark,New Jersey,Midatlantic,-0.74,2020,Sheriff,0,Carceral,173215749
1658,Newark,New Jersey,Midatlantic,-0.74,2020,Corrections,0,Carceral,173215749
1659,Newark,New Jersey,Midatlantic,-0.74,2020,HHS,5631913,Health and Support,173215749
1660,Newark,New Jersey,Midatlantic,-0.74,2020,Public Health,890010,Health and Support,173215749
1661,Newark,New Jersey,Midatlantic,-0.74,2020,Parks & Rec,6417908,Health and Support,173215749
1662,Newark,New Jersey,Midatlantic,-0.74,2020,Housing,1980020,Health and Support,173215749
1663,Newark,New Jersey,Midatlantic,-0.74,2020,Employment,2482788,Health and Support,173215749
1664,Newark,New Jersey,Midatlantic,-0.74,2020,Civic and Community Engagement,1180000,Health and Support,173215749
1665,Newark,New Jersey,Midatlantic,-0.74,2020,Arts and Culture,4218089,Health and Support,173215749
1666,Albuquerque,New Mexico,Southwest,-0.24,2017,Police,165817000,Carceral,267743000
1667,Albuquerque,New Mexico,Southwest,-0.24,2017,Courts,0,Carceral,267743000
1668,Albuquerque,New Mexico,Southwest,-0.24,2017,Public Defenders,0,Carceral,267743000
1669,Albuquerque,New Mexico,Southwest,-0.24,2017,Prosecutors,0,Carceral,267743000
1670,Albuquerque,New Mexico,Southwest,-0.24,2017,Community Supervision ,0,Carceral,267743000
1671,Albuquerque,New Mexico,Southwest,-0.24,2017,Sheriff,0,Carceral,267743000
1672,Albuquerque,New Mexico,Southwest,-0.24,2017,Corrections,0,Carceral,267743000
1673,Albuquerque,New Mexico,Southwest,-0.24,2017,HHS,21877000,Health and Support,267743000
1674,Albuquerque,New Mexico,Southwest,-0.24,2017,Public Health,0,Health and Support,267743000
1675,Albuquerque,New Mexico,Southwest,-0.24,2017,Parks & Rec,38696000,Health and Support,267743000
1676,Albuquerque,New Mexico,Southwest,-0.24,2017,Housing,2459000,Health and Support,267743000
